normalized_token,classification,detection_method,count,variant_examples,sample_contexts
Саксин,person,pattern_surname,3,Саксине (2); Саксин (1),"теперь склонны ассоциировать с городом Саксин - он часто упоминался в арабских хроник | нца XIII века она начинает появляться в Саксине, а в XIV веке рожь составляла уже до 15 | XI века внутренней денежной системой в Саксине становятся слитки свинца. Связано это б"
Жань,title,quoted_title,3,Жань (3),"оболей, шесть рублев денег; прапорщиком Жань Графтону да Херкелису, да толмачю Ульян | чю Ульяну Игнатьеву, да приказным людем Жань Ватыржу да Жань Кару – по три пары собо | еву, да приказным людем Жань Ватыржу да Жань Кару – по три пары соболей, да денег по"
Джо,unknown,unknown,3,Джо (3),"страны кандидат - человек истеблишмента Джо Байден, опять же, белый мужчина, под ак | Зеппелин, Пинк Флойд, потом Депеш Мод, Джо Дивижн, Cure. Конечно, слушал Севу Новг | зы» не записывались) Запад и с Дядюшкой Джо прекрасно ладил, несмотря на репрессии,"
НЭП,title,quoted_title,3,НЭП (3),"ащайтесь!"" Ленин, кстати, говорил, что ""НЭП это всерьёз и надолго"", а премьер Рыков | в котором 70 сотрудников стали изучать НЭП, а также югославский и венгерский опыт | хранением НЭПа (сам Ленин говорил, что «НЭП это минимум на четверть века»), с иност"
Ежегодник,unknown,unknown,3,Ежегодник (3),"н возникла не на пустом месте. (данные: Ежегодник Института РАН «Россия реформирующаяся», | очти тридцать лет после распада СССР). (Ежегодник Института социологии РАН, 2018) | ос офицеров в Москве и Ростове-на-Дону (Ежегодник социального мониторинга «Россия реформи"
Анатолиевич Медведев,person,adjacent_pair,3,Анатольевич Медведев (2); Анатольевича Медведева (1),внутренней политики оживляется Дмитрий Анатольевич Медведев. Последние месяца два и в информационно | д удара как главу правительства Дмитрия Анатольевича Медведева. Теперь тушить пожар экономического кри | фтянку России. Пока только один Дмитрий Анатольевич Медведев на фоне этой управленческой депрессии в
Федерацию,title,quoted_title,3,Федерацию (3),"ешних миграционных потоков в Российскую Федерацию будут являться сильное миграционное при | а и интенсивности миграции в Российскую Федерацию граждан из таких государств как Казахст | дарства. Известие о том, что Российскую Федерацию возглавит современно мыслящий молодой т"
Словения,unknown,unknown,3,Словении (3),"соцблока в Европе – в Польше, Словакии, Словении). https://t.me/istrkalkglk/1033  По пов | к цифрам опроса на эту тему в Израиле и Словении – по 65%)  В первую очередь среди подде | ому инженеру откуда-нибудь из Чехии или Словении 3000 евро в месяц, и даже сэкономит. ht"
С-400,title,quoted_title,3,С-400 (3),ным союзником. «У российских систем ПВО С-400 могут возникнуть серьёзные проблемы пос | товности передать технологии российских С-400 американской стороне. Подобное решение | ичества Турции с США по вопросам систем С-400». http://avia.pro/news/turciya-oficialn
Карл Xii,person,adjacent_pair,3,Карл XII (3),"а на 80% это логистика. Шведский король Карл XII (кстати, ускользает почти всегда его во | ск и продолжал гнать припасы"". (из ЖЗЛ ""Карл XII"" Бориса Григорьева, 2006)  Это позволил | ой практикой.  И ещё одно правило вывел Карл XII: в походе по Восточной Европе от болезн"
Урал,title,quoted_title,3,Урал (3),"на четыре района - Европейская Россия, Урал, Западная Сибирь, Восточная Сибирь». Мо | им границам делить Европейскую Россию и Урал? По Перми и Оренбургу? Наверное, и с эт | егионов типа Черноземье, Большая Волга, Урал и так далее. Кавказ уже отложился. Пере"
Атлант,title,quoted_title,3,Атлант (3),"с колен и распрямил плечи». Кстати, и «Атлант расправил плечи» вышел у Айн Рэнд в 195 | ount, чтобы не допустить выхода фильма «Атлант расправил плечи». | ти в социальной сфере сбросило с плеч («Атлант расправил плечи»). По образованию с нын"
Замятин,person,pattern_surname,3,Замятин (3),"Писатель Евгений Замятин вспоминал своё посещение одной деревни | е хотели, барин больно хороший"". (Затем Замятин на основе наблюдений за русской деревне | ич, давай!» Из второго ряда поднимается Замятин (директор ТАСС) и несет в президиум еще"
Манькова,person,pattern_surname,3,Манькова (3),"й России будет интересно почитать книгу Манькова «Цены и их движение в Русском Государст | точниками он пользовался). В частности, Манькова интересовал вопрос, затронула ли Москов | величину выросла цена наёмного труда (у Манькова были точные цифры по монастырским работ"
Хотя,unknown,unknown,3,Хотя (3),"мам 25% конфискованного хлеба кулаков: ""Хотя и рады были аресту кулаков и изъятию хл | ициальных медиа вижу «Германия напала…» Хотя ведь правильно «Германия и её союзники» | сию он вышел в звании подполковника. PS Хотя вон Геннадий Гудков, прессовавший в сов"
Карнеги,unknown,unknown,3,Карнеги (3),"Со времен нашумевших бестселлеров Дейла Карнеги о том, как «перестать и начать» прошло | е значит, что кто-то понял что-то лучше Карнеги, феномен популярности книг с якобы нове | В 2012 году Фонд Карнеги выпустил сборник статей «Россия-2020»."
Вольф,person,natasha_token,3,Вольф (3),"кий книгу так и не перевели. Американец Вольф был секретарём Льва Троцкого в Мексике. | е часть произведений Вольфа.  В «Лимбе» Вольф рассказывает историю нейрохирурга докто | ение человека до винтика. Тут, конечно, Вольф спорит с двумя побочными идеями Маркса,"
Uhnwi,unknown,unknown,3,UHNWI (3),"рминологии существует такое понятие как UHNWI (ultra high-net-worth individual) или « | н. и выше. Первое место в мире по числк UHNWI занимают США – 47 тыс. человек. Но если | по городам, то мировым лидером по числу UHNWI так и остаётся Лондон."
Сахаров Сахаров,person,expanded_pair,3,Сахаров Сахаров (1); Сахарова Сахаров (1); Сахарова Сахарова (1),"ты были таковы: 56% слышали выступления Сахарова на съездах народных депутатов; 55% заявили о том, что им близки общественно-политические взгляды Сахарова; 54% согласны с тем, что Сахаров облада | близки общественно-политические взгляды Сахарова; 54% согласны с тем, что Сахаров обладал высокими нравственными качества | гляды Сахарова; 54% согласны с тем, что Сахаров обладал высокими нравственными качествами; 52% полагали, что Сахаров занялся политической и правозащитной де"
Волга,title,quoted_title,3,Волга (3),"ии (Северный Кавказ, Приазовье и Нижняя Волга), по-видимому, был полон сумятицы и тре | Посещение строительства канала Москва - Волга вождями партии и правительства», Н.А.Ко | макрорегионов типа Черноземье, Большая Волга, Урал и так далее. Кавказ уже отложился"
Хазарский,person,pattern_surname,3,Хазарский (2); Хазарского (1),"ьнолюбивых людей, а тогда, после гибели Хазарского каганата,- это, в сущности, социально н | к в 1985-м. А в начале 1984 года вышел «Хазарский словарь» Милорада Павича. И там слову « | а Данелия и Габриадзе успели прочитать «Хазарский словарь» Павича при работе над фильмом?"
Конечно,unknown,unknown,3,Конечно (3),"иначе называют американизацией. Арендт: Конечно, он это имел в виду.  Шмид: Под советск | коньяк. Скаландис описывает это время:  Конечно, сам АН (Аркадий Натанович) в очередях | в без нее». https://t.me/Baronova/5834  Конечно, виной тому огромный дефицит исследован"
Денис,unknown,unknown,3,Денис (1); Дениса (1); Денисом (1),"адельца торгового центра «Зимняя вишня» Дениса Штенгелова за год с момента пожара в ТЦ | Случай с этим «Исусом» (Денисом Адильевичем) Воробьёвым интересен неско | торика.  Главврач больницы в Коммунарке Денис Проценко сообщил, что средний возраст у"
Президент,unknown,unknown,3,Президент (3),"а потом он сам в это слишком поверил. - Президент Путин до сих пор хороший, плохое его ок | редвижение москвичей. Это может сделать Президент и Совфед, а после 2 апреля- Мишустин. | мя его спонтанной поездки в Коммунарку, Президент под впечатлением от увиденного, оказалс"
Ставрополье,unknown,unknown,3,Ставрополье (3),"стью 90 МВт и Родниковский ветропарк на Ставрополье мощностью 71 МВт. Читаю отчёт по ветроэ | ывающий завод в Татарстане, фермы КРС в Ставрополье, и т.д.).  И тоже все они главной пробл | хивает почти все земли, а, к примеру, в Ставрополье вообще нет заброшенной пашни.  Для сель"
Экономический,person,pattern_surname,3,Экономическая (2); Экономической (1),"считаются уже люди от 42 лет. (журнал «Экономическая политика», №2, 2019) | Экономист Евгений Гонтмахер в журнале «Экономическая социология» (№5, 2018) напоминает, что | метод – дать людям денег.  Руководитель Экономической экспертной группы Евсей Гурвич: «Надо д"
ВИЭ,title,quoted_title,3,ВИЭ (3),"в по возобновляемым источникам энергии (ВИЭ). Наконец и в Россию пришло не только о | омной системой электропитания на основе ВИЭ». Солнечные панели дают 514 КВт-ч, ветр | . В КЦ обещают решить и одну из проблем ВИЭ – накопления энергии. В проекте посёлка"
Мадуро,unknown,unknown,3,Мадуро (3),"англичане показывают россиянам заслуги Мадуро, например, бесплатную медицину, обеспеч | нуш и олигархата (а в придачу к ним ещё Мадуро, Асада и африканских людоедов), а вот т | ранах. Сегодня, наоборот, мы видим, что Мадуро устойчив в самой плохой в мире по всем"
Алексей Захаров,person,adjacent_pair,3,Алексей Захаров (3),"Социологи Алексей Захаров и Борис Овчинников независимо друг от д | Основатель и президент Superjob Алексей Захаров о том, как изменится рынок труда в Росс | Основатель и президент Superjob Алексей Захаров первым сделал прогноз про «новый 1991 г"
Мастер,unknown,unknown,3,Мастер (3),"хлопали пробки от шампанского, и бедный Мастер опять начал жить. Рассказывая об этих с | И. Ленин, скрываясь около озера Разлив» Мастер Г. Точенов, Федоскино, 1961 год. | ebezBashennik Тот самый Олень @trueolen Мастер пера @master_pera Образ будущего @obraz"
Боннэр,title,quoted_title,3,Боннэр (3),"место портрета физика я написал портрет Боннэр. Она разозлилась и бросилась уничтожать | ь и бросилась уничтожать этюд. Я сказал Боннэр, что рисовать «пенька», который повторя | а ещё терпит побои от неё, я не хочу. И Боннэр тут же выгнала меня на улицу»."
Холл,person,natasha_token,3,Холл (3),"тывали.   Поэтому когда в 1775 г. Принс Холл (Prince Hall) и еще 14 чернокожих жител | ю Великую Ложу, которую возглавил Принс Холл.   Еще через несколько лет Африканская | тиворечии между СССР и Китаем играл Гэс Холл, требуя всё больше денег, «иначе Китай"
Холл,unknown,unknown,3,Холла (3),"вого великого мастера масонством Принса Холла.  Второго великого мастера этого послуш | и США, а белых кандидатов в ложи Принса Холла не берут. Ну или берут так редко, что о | ды (они – заместители главы КП США Гэса Холла). Именно через них Кремль передавал нал"
Кимры,unknown,unknown,3,Кимр (1); Кимрам (1); Кимры (1),"Жители Кимр в Тверской области больше месяца сидят | в них хоть немного жизни. Думаю, тем же Кимрам, которые упомянуты в начале, 1-2 млрд. | годовых бюджетов такого райцентра, как Кимры в Тверской области (население 45 тыс. ч"
Бастрыкин,person,pattern_surname,3,Бастрыкина (2); Бастрыкин (1),"диа и соцсети, режиссура участия Чайки, Бастрыкина, Матвиенко и ""бандерлогов"" в Сенате и п | России начнут под лупой (уже мем после Бастрыкина) рассматривать плюсы-минусы такого тран | ость и селить там своих роднуль. Сам же Бастрыкин был резидентом Чехии)"
МХАТ,title,quoted_title,3,МХАТ (3),"будь работаете? - Меня не берут даже во МХАТ. - А вы ещё раз попробуйте...». И чуть | атчиков!  13 июля 1937. Заходила днём в МХАТ по поводу билетов. Оленька сказала, что | в тот день — «Исторический день в жизни МХАТ» — это о приходе Аркадьева в Театр. Вот"
Ан,person,natasha_token,3,АН (3),"ндис описывает это время:  Конечно, сам АН (Аркадий Натанович) в очередях за конья | нег было теперь больше, чем надо. Когда АН умер, у него на сберкнижке оставалось 1 | оставалось 150 тысяч рублей.   Работал АН так. Писал сорок пять минут, академичес"
ЖКХ,title,quoted_title,3,ЖКХ (3),"ючая намеренное банкротство предприятий ЖКХ, энергосбыта. «Потребуются и кадровые р | огда были другими. Только на дрова (на «ЖКХ») семья тратила 200-300 рублей в год (2 | и, призывает людей не оплачивать услуги ЖКХ и кредиты и не подчиняться приказам либ"
Елена,person,natasha_token,3,Елена (3),"чал жить. Рассказывая об этих событиях, Елена Сергеевна всплескивала руками: «Я обожа | у него болели глаза от света. Его жена Елена сделала запись в своём дневнике об этом | webstrangler/197  Но в этом комментарии Елена Бунина опять (как весь «Яндекс») себе п"
Оман,unknown,unknown,3,Оман (1); Омана (1); Омане (1),"ВВП) вовсе не у Саудовской Аравии, а у Омана. От кого там защищается Оман? А у Израи | авии, а у Омана. От кого там защищается Оман? А у Израиля даже немного снижаются вое | о Зеленский вёл закулисные переговоры в Омане с кем-то из высокопоставленных российск"
Отечество,title,quoted_title,3,Отечество (3),"российского менталитета: «Царь спасает Отечество, уничтожает Врагов, одаряет Верных, заб | арого чекиста-коминтерновца Примакова. «Отечество – Вся Россия» называлось это дело. Оста | едерализация, то ждём появления партии «Отечество – Вся Россия». Некоторые активные члены"
Рекомендовать,unknown,unknown,3,Рекомендуем (2); Рекомендовали (1),"м, мужское дело, польза обществу и пр.) Рекомендовали бы вооруженные силы как хорошее место р | лично Вам в каждой конкретной ситуации  Рекомендуем Вам подписаться на авторский канал    « | авителя в Саратове Александра Романова  Рекомендуем подписаться на «Шорохи Кумыски», ведь в"
Ашаруков,person,pattern_surname,3,Ашаруковых (2); Ашаруковыми (1),"млрд. руб. за «ворованный газ» у клана Ашаруковых (многие как раз удивлялись, как можно у | интервью Максима Шевченко о жизни клана Ашаруковых и вообще о жизни черкесских кланов. «В | не, на дороге с машинами с мигалками, с Ашаруковыми и прочими северо-кавказцами, захвативши"
Межрегионгаза,title,quoted_title,3,Межрегионгаза (3),"онная, местным представителям «Газпрома/Межрегионгаза» - когда им отчисляют 20-30% от цены за | ан. А наверх, в головной офис «Газпрома/Межрегионгаза» докладывалось о невозможности взыскать | СКФО, или потянется выше – на уровень «Межрегионгаза» и даже «Газпрома». Об отставке Миллера"
Иэн,unknown,unknown,3,Иэна (3),У историка Иэна Мэттью Морриса в его книге «Почему влас | вой Европе. Прочитал об этом у историка Иэна Морриса в его книге «Почему властвует З | книги английского историка и археолога Иэна Морриса «Почему властвует Запад».  Морр
Завет,unknown,unknown,3,Завета (1); Заветов (1); Завету (1),"трицал преемственность Ветхого и Нового Заветов. Он отредактировал Евангелие от Луки - | лями.  Однако в отличие от Бога Ветхого Завета, Бог американцев характеризуется не тол | сегда всё по Книге говорит - по Ветхому Завету особенно (и все остальные его спичи тож"
Ветхий,unknown,unknown,3,Ветхого (2); Ветхому (1),"итизма. Маркион отрицал преемственность Ветхого и Нового Заветов. Он отредактировал Ева | и скрижалями.  Однако в отличие от Бога Ветхого Завета, Бог американцев характеризуется | строго всегда всё по Книге говорит - по Ветхому Завету особенно (и все остальные его сп"
Геденштром,title,quoted_title,3,Геденштром (3),". В 1914 году в Милане жил некий Матвей Геденштром, русский подданный, состоявший на служб | службе в МИДе. 13(26) февраля 1915 года Геденштром явился в русское посольство и изложил п | сировании. Для осуществления провокации Геденштром и «вождь» запросили миллион франков. ht"
Голубая,title,quoted_title,3,Голубая (3),"суалисты (о чём он пишет в своей книге «Голубая свастика»). http://ttolk.ru/articles/ro | опейцев – словацкая бригада, испанская «Голубая дивизия», дивизия французов и бельгийце | ь в литературе с книжкой стихотворений «Голубая глубина», Платонов написал краснодарско"
Оэср,unknown,unknown,3,ОЭСР (3),"(Better Life Index), который составляет ОЭСР. Столько же в среднем комнат у одного ж | (по 2,4). Средний показатель по странам ОЭСР - 1,8 комнаты на человека.  В Московско | ости труда. В той же Франции, по данным ОЭСР (данные по ссылке) производительность т"
Пикетти,unknown,unknown,3,Пикетти (3),"ь приобрели (данные – исследование Тома Пикетти «От Советов к олигархам: неравенство и | авда побольше – до $5 трлн.). Экономист Пикетти, а ранее Валлерстайн хорошо показали в | к из работ французского экономиста Тома Пикетти)"
Царь-ракета,unknown,unknown,3,Царь-Ракеты (1); Царь-ракет (1); Царь-ракетами (1),"ует расплаты – Крымнаш, милитаризация с Царь-ракетами, прокорм сонма чинуш и олигархата (а в | вергенции – нет. Кстати, взрыва ядерной Царь-Ракеты в Нёноксе, видимо, всё ещё недостаточно | е Вышинском и Олеге Сенцове, о запусках Царь-ракет и пр. вундервафлях им. Шойгу и т.п. Хор"
Борев,person,pattern_surname,3,Борев (3),"иализацией на Франции, киновед Владимир Борев создал в Липецкой области фермерское хо | в день, или 1,5 млн. руб. в месяц. Сам Борев говорит, что хозяйство выходит в ноль, | ах стать ведущей молочной державой. Сам Борев сейчас ещё и пытается наладить кооперац"
Остров,person,pattern_surname,3,Остров (2); Острова (1),"щё один проект, кроме его методолгии и «Острова Крыма» - «Русский Ислам». Лет пятнадцат | Градировский начинает издавать журнал «Остров Крым», в котором обосновывается присоед | м домом, привело к наплыву богатства на Остров. Это помогало образованию класса богаты"
Чили,title,quoted_title,3,Чили (3),"лавным же и принципиальным отличием (от Чили времени Пиночета) было то, что Гайдар и | , на выходе получается не благополучная Чили, а раздерганная и измученная Аргентина» | одых реформаторов в 1989 году поехала в Чили перенимать опыт Пиночета, там были Найш"
Раков,person,pattern_surname,3,Ракова (2); Ракову (1),"ётся"" (все вспоминают добрым словом тут Ракову). Но новые технологи пока ещё не понима | е регионов @Alekhin_Telega  - Анастасия Ракова. Заммэра по вопросам соцразвития номини | ценария борьбы с эпидемией @kaktovottak Ракова имеет поддержку в правительстве и со ст"
Барроуз,person,natasha_token,3,Барроуз (3),"у лидером в Восточной Азии». Украине же Барроуз предлагает терпеть и ни в коем случае н | ного российского вмешательства».  Также Барроуз пишет, что Запад хоть сейчас мог бы при | тавок уйдут десятилетия. Поэтому Европе Барроуз тоже предлагает терпеть, сделав ставку"
C,unknown,unknown,3,C2 (2); CО2 (1),%BE%D0%B6%D0%B4%D0%B5%D0%BD%D0%B8%D1%8F%C2%BB-%D0%B2%D0%B0%D1%80%D0%BB%D0%B0%D0%BC | BE%D0%B5%D0%B2%D1%81%D0%BA%D0%B8%D0%B9-%C2%AB%D0%B2%D0%B4%D0%BE%D1%85%D0%BD%D0%BE% | –67% наблюдаемого снижения концентрации CО2 можно записать за европейскими колонист
Марш,unknown,unknown,3,Марша (2); Марше (1),"к на митинге в защиту интернета (или на Марше Немцова), собирают 12-15 тыс. человек. | е. Основываясь на цифрах, три последних Марша Немцова, везде – на основе подсчётов «Б | ётчика»:  - 2018 год. В целом по итогам Марша – 7,6 тыс. человек.  - 2019 год. На 14."
Профсоюз,unknown,unknown,3,Профсоюза (2); Профсоюз (1),"алистский актив задумал отличную тему – Профсоюз журналистов. Как антитеза сервильному г | чальной стадии вошёл в Оргкомитет этого Профсоюза. И к чему мы пришли? А пришли только к | икой? В итоге общее число членов нашего Профсоюза измеряется сотнями журналистов, а вся е"
Курган,unknown,unknown,3,Курган (2); Кургане (1),"Писал сегодня в ФБ про секту ""СССР"" в Кургане. Мне понравилось их определение нынешне | ли бы их вниз. Как расцвёл какой-нибудь Курган или Орёл, если бы там была средняя зарп | ение за счет внутрироссийской миграции: Курган, Находка, Мурманск и Кызыл, их миграцио"
Кавказе,title,quoted_title,3,Кавказе (3),"сыновей в строгости, как это принято на Кавказе, но после страшной трагедии, где он яви | ским колонистам в Поволжье, в Крыму, на Кавказе давали те же громадные наделы и те же л | московском банке, скрылись на Северном Кавказе, узнав о задержании коллег"". Всё как в"
Жизни,title,quoted_title,3,Жизни (3),"была в Рузе червяная ферма; в ""Русской Жизни"" делал репортаж оттуда). А вообще приро | бедным (даже в своей статье в «Русской Жизни» в 2007 году в описании моей «идеальной | кий умер(( Не могу поверить. В «Русской Жизни» в 2007-08 годах почти бок о бок сидели"
Русский Жизнь,person,adjacent_pair,3,Русской Жизни (3),"ча Бойко была в Рузе червяная ферма; в ""Русской Жизни"" делал репортаж оттуда). А вообще приро | , помощи бедным (даже в своей статье в «Русской Жизни» в 2007 году в описании моей «идеальной | имофеевский умер(( Не могу поверить. В «Русской Жизни» в 2007-08 годах почти бок о бок сидели"
Rt,unknown,unknown,3,RT (3),"(где в пресс-зону не пустили телеканал RT) и восстановление Ивана Колпакова в «Ме | Бунт в соцсетях части сотрудников RT против полицейщины (новой ""Болотки""). О | отличная выборка) на лучшее СМИ года – RT и Дудь, примерно с равным числом голосо"
Уильям,unknown,unknown,3,Уильяма (2); Уильямом (1),"Начал читать книгу этнографа Уильяма Крессона «Казаки». У него «глобалистски | нок из брошюры американского экономиста Уильяма Хоупа Харви - пропагандиста ""серебряног | й Европы – написана английским квакером Уильямом Пенном в 1693 году.  Что интересно, он"
Пэн,unknown,unknown,3,Пэн (3),"итиков, типа всяких Сальвини и Марин Ле Пэн. Содержание Народного фронта во Франции | в и российское финансирование партии Ле Пэн (кстати, это же относится и к Италии; п | льного объединения» (бывший НацФронт Ле Пэн). Авторы репортажа пытаются понять фено"
Григориевич,person,pattern_surname,3,Григорьевны (2); Григорьевич (1),"о прапрадед в 8-м колене, воевода Фёдор Григорьевич Аминев, в годы Смуты перешёл служить шв | ось из дневников жены Достоевского Анны Григорьевны (АГ) о том, как работала российская пол | Читая дневники Анны Григорьевны Достоевской, обратил внимание вот на ка"
Царь-свалка,person,pattern_surname,3,Царь-свалки (3),"нового посёлка, предельно удалённого от Царь-свалки. Итого 12 млрд. рублей, или $200 млн. Д | а, а и мы потребуем вот этих операторов Царь-свалки на пару лет затянуть пояса. Товарищи Со | ы поехали на поддержку протестов против Царь-свалки в Шиес. Т.е. американский девиант, гей"
Средиземного,title,quoted_title,3,Средиземного (3),"оянии не более 10 миль (около 16 км) от Средиземного моря. Как только Рим в I веке до н. э. | ией и Палестиной, открыв для себя берег Средиземного моря и соединив его с Кавказом железным | была изолирована после закрытия для неё Средиземного моря, Россия, наоборот, была поощряема"
Любовь,unknown,unknown,3,Любовь (2); Любови (1),"кабинет, его правая рука тоже женщина – Любовь Совершаева, близкая к Ковальчукам. Гово | в.  - Если ещё дадут зарегистрироваться Любови Соболь на выборы в МГД – значит, и впра | ела известная всему миру оперная певица Любовь Казарновская:  - У меня всё время возни"
Сталин Берия,person,expanded_pair,3,Сталин Берии (1); Сталина Берии (1); Сталина Берия (1),"ассказывает в своих мемуарах переводчик Сталина Бережков, да и на процессе Берии в 1953 году качестве одного из обвинени | ельских заговорщиков. Если бы не смерть Сталина, Берия наверняка был бы репрессирован (расстре | акой вариант – сразу после ВОВ, если бы Сталин тогда, в конце 1940-х открылся миру (что, кстати, предполагалось реформами Берии в 1953-м – в очередной раз напомню, что"
СПГ,title,quoted_title,3,СПГ (3),"ство газовозов Arc7 для проекта «Арктик СПГ – 2» может стоить до $603 млн. за штуку | ожалуйста, как тот же Крымский мост или СПГ Ямала. Верхняя планка возможностей для | почти ничего. Посмотрим на проект «Ямал СПГ». Финансирование - Китай, Франция. Техн"
Парагвай,unknown,unknown,3,Парагвае (1); Парагваем (1); Парагвая (1),"авии, но примерно на уровне Кабо-Верде, Парагвая и Анголы. Саакашвилиевское «чудо» за де | .  Примерно такой же президент сейчас в Парагвае – ультра-правый популист Марито Бенитес | клана диктатора Стресснера, правившего Парагваем 35 лет. Тоже закончил университет в США"
Антверпен,unknown,unknown,3,Антверпен (1); Антверпене (1); Антверпену (1),"о такой активной группой были евреи.  В Антверпене есть церковь, где написано, что её созд | только в 2 раза Лондону и в 1,5 раза – Антверпену (раньше считалось, что средний турецкий | а: Брюгге (1300 г.), Венеция (1450 г.), Антверпен (1500 г.), Генуя (1550 г.), Амстердам ("
Вр,unknown,unknown,3,ВР (3),"омпании – «Вертолёты России» и КАМАЗ. У ВР расходы – около $100 млн. в год. Сравни | миста по России и СНГ нефтяной компании ВР Владимира Дребенцова. Про 2020-й его пр | я в эту отрасль, в том числе и компания ВР. Причины инвестиций: - В страны ОПЕК не"
Биробиджан,unknown,unknown,3,Биробиджане (2); Биробиджану (1),организацию медицинского оборудования в Биробиджане и 1500 долларов на приобретение медицин | 15-месячная кампания для сбора средств Биробиджану.  В течение 1932 года в Биро-Биджанский | звозмездно. При освоении Еврейской АО в Биробиджане обществом АмБиджан было истрачено амери
Оренбург,unknown,unknown,3,Оренбург (1); Оренбурге (1); Оренбургу (1),"1933-м арестован и отправлен в ссылку в Оренбург, в 1936 году Сталин по ходатайству Роме | ь Европейскую Россию и Урал? По Перми и Оренбургу? Наверное, и с этим справились бы. А чт | Читаю про новые случаи коронавируса в Оренбурге: -Приехавшая из Москвы девушка -Приехав"
Защита,unknown,unknown,3,Защита (3),"правила демократического социализма:  - Защита мышления. Страх перед инакомыслием ведё | го и нравственного здоровья общества. - Защита человека. Уважение к человеку. Нужно ве | Некоторые положения оттуда, тезисно:  - Защита как континентальной, так и морской торг"
Камаз,unknown,unknown,3,КАМАЗ (3),"сийский компании – «Вертолёты России» и КАМАЗ. У ВР расходы – около $100 млн. в год. | Нужен завод грузовиков? Купим на Западе КАМАЗ. Нужна Пепси-Кола трудящимся? Купим зав | пали готовый завод на Западе (например, КАМАЗ или АвтоВАЗ, если говорить о позднем СС"
Несмотря,title,quoted_title,3,Несмотря (3),"отмечал премьер-министр Сергей Витте: «Несмотря на огромные успехи, сделанные за послед | ником-обновленцем, описывал то время:  «Несмотря на декларируемый атеизм, писатель Варла | великодержавности. Всё ровно наоборот. «Несмотря на большое значение информационно-пропа"
Сх,unknown,unknown,3,СХ (3),"во-первых, на примере США мы видим, что СХ может приносить огромные экспортные ден | сии приносит экспорт нефти). Во-вторых, СХ по цепочке задействует множество отрасл | еспечить работой людей, перетекающих из СХ и промышленности в сферу услуг. Для это"
Полтавченко,person,pattern_surname,3,Полтавченко (3),"бовской областью. Предыдущий губернатор Полтавченко был из той же серии. Они даже родились | ург при Беглове не умрёт. Хуже, чем при Полтавченко не будет. Но и прорыва не будет. Возмож | тся, например, т.н. «питерская группа» (Полтавченко, Беглов, Якунин и т.д.) В основе мирово"
Вакцина,person,pattern_surname,3,Вакцины (3),"н по несогласию с тремя утверждениями: «Вакцины безопасны», «Вакцины эффективны», «Вакц | мя утверждениями: «Вакцины безопасны», «Вакцины эффективны», «Вакцины важны для детей». | цины безопасны», «Вакцины эффективны», «Вакцины важны для детей». Во всех трех опросах"
